board_name,card_question,card_answer
English Words 10,attach [əˈtætʃ],"###To attach is to put two things together.

---

_I attached the socks to the clothesline to dry._"
English Words 10,bet [bet],"###To bet is to risk money on the result of a game or a business.

---

_How much will you bet that your horse will win?_"
English Words 10,carriage [ˈkærɪdʒ],"###A carriage is a vehicle pulled by a horse.

---

_We took a carriage ride in the park._"
English Words 10,classic [ˈklæsɪk],"###A classic thing is something that is common from the past.

---

_The athlete made a classic mistake-he started running too soon._"
English Words 10,commute [kəˈmjuːt],"###To commute is to travel a long distance to get to work.

---

_I usually commute to work on the train._"
English Words 10,confirm [kənˈfɜːrm],"###To confirm is to make sure something is correct.

---

_Winning the game confirmed that James was a good player._"
English Words 10,criticize [ˈkrɪtɪsaɪz],"###To criticize is to say bad things about someone or something.

---

_He criticized his wife for spending too much money._"
English Words 10,differ [ˈdɪfər],"###To differ is to not be the same as another person or thing.

---

_I differ from my brother: he is short, while I am tall._"
English Words 10,expense [ɪkˈspens],"###An expense is the money that people spend on something.

---

_She wrote down all the expenses for her trip._"
English Words 10,formal [ˈfɔːrml],"###A formal thing is official or serious.

---

_It was a formal dinner, so we wore our best clothes._"
English Words 10,height [haɪt],"###Height is how tall someone or something is.

---

_My height is 168 centimeters._"
English Words 10,invent [ɪnˈvent],"###To invent is to create something that never existed before.

---

_My grandfather has invented some interesting things._"
English Words 10,junior [ˈdʒuːniər],"###A junior person is younger or less experienced.

---

_When she started at the company, she was only a junior manager._"
English Words 10,labor [léibər],"###Labor is the act of doing or making something.

---

_Building the house took a lot of labor._"
English Words 10,mechanic [məˈkænɪk],"###A mechanic is someone who fixes vehicles or machines.

---

_We took the car to the mechanic to be fixed._"
English Words 10,prime [praɪm],"###Prime shows that something is the most important one.

---

_Dirty air is a prime cause of illness._"
English Words 10,shift [ʃɪft],"###To shift is to move into a different place or direction.

---

_He shifted to the other side of the table to eat his breakfast._"
English Words 10,signal [ˈsɪɡnəl],"###A signal is a sound or action that tells someone to do something.

---

_The coach blew his whistle as a signal to begin the game._"
English Words 10,sincere [sɪnˈsɪr],"###A sincere person is honest, especially about emotions or opinions.

---

_He sounded sincere when he apologized to me._"
English Words 10,ability [əˈbɪləti],"###Ability is the quality of a person being able to do something well.

---

_His swimming abilities let him cross the entire lake._"
English Words 10,agriculture [ˈæɡrɪkʌltʃər],"###Agriculture is the growing of plants and raising of animals for food.

---

_The farmer studied agriculture in college._"
English Words 10,cartoon [kɑːrˈtuːn],"###A cartoon is a funny drawing.

---

_Sometimes, people draw cartoons for the newspaper._"
English Words 10,ceiling [ˈsiːlɪŋ],"###The ceiling is the top of a room.

---

_He painted the ceiling with a special roller._"
English Words 10,convince [kənˈvɪns],"###To convince someone means to make that person sure of something.

---

_She convinced me to buy the house._"
English Words 10,curious [ˈkjʊriəs],"###A curious person or animals wants to know about something.

---

_I opened up the clock because I was curious about how it worked._"
English Words 10,delay [dɪˈleɪ],"###To delay means to wait to do something.

---

_I was delayed at the airport for over two hours._"
English Words 10,diary [ˈdaɪəri],"###A diary is a book in which people write their personal experiences.

---

_I do not let anybody read my diary._"
English Words 10,element [ˈelɪmənt],"###An element of something is a particular part of it.

---

_Tackling an opponent is Johnny’s favorite element of American football._"
English Words 10,faith [feɪθ],"###Faith is trust or belief without proof.

---

_The sick girl had faith in doctors. She knew they would make her better._"
English Words 10,grain [ɡreɪn],"###A grain is a food crop such as wheat, corn, rice, or oats.

---

_The farmer planted two fields of grain this year._"
English Words 10,greet [ɡriːt],"###To greet someone means to meet and welcome that person.

---

_When my friend came over, I greeted him at the door._"
English Words 10,investigate [ɪnˈvestɪɡeɪt],"###To investigate means to search for something or learn about it.

---

_The detective went to investigate the crime._"
English Words 10,joy [dʒɔɪ],"###Joy is a feeling of great happiness.

---

_I love baseball. I feel joy when I play._"
English Words 10,label [ˈleɪbl],"###A label is a tag that tells about something.

---

_The label on the back of your shirt will tell you what size it is._"
English Words 10,monk [mʌŋk],"###A monk is a religious person who lives a simple life.

---

_The monks knew a lot about religion._"
English Words 10,odd [ɑːd],"###Something odd is unusual.

---

_Her cat is odd. It walks on two feet._"
English Words 10,pause [pɔːz],"###To pause means to stop doing something for a while.

---

_Since she was so hungry, she paused to make a snack._"
English Words 10,priest [priːst],"###A priest is a person trained to perform religious duties.

---

_The priest taught us about God._"
English Words 10,profession [prəˈfeʃn],"###A profession is a person’s job.

---

_He loved sailing, so he chose to work on ships as a profession._"
English Words 10,ball [bɔːl],"###A ball is a round object that is thrown, kicked, or hit in a game or sport.

---

_Seth bought a new soccer ball._"
English Words 10,bottom [ˈbɑːtəm],"###The bottom is the lowest part, point, or level of something.

---

_Sarah is so tall that her feet can touch the bottom of the swimming pool._"
English Words 10,company [ˈkʌmpəni],"###A company is a business or organization that makes or sells goods or services.

---

_I want to work for a small software company._"
English Words 10,drink [drɪŋk],"###To drink is to take liquid into the body through the mouth.

---

_The woman likes to drink water after she exercises._"
English Words 10,few [fjuː],"###A few things is a small number of them.

---

_I have only a few coins._"
English Words 10,line [laɪn],"###A line is a row of people or things.

---

_This is the longest line I have ever seen._"
English Words 10,pet [pet],"###A pet is an animal such as a cat or dog that people keep and care for.

---

_Tyler likes to spend time with his pet dog._"
English Words 10,product [ˈprɑːdʌkt],"###A product is something grown or made in a factory in order to be sold.

---

_There’s no room for even one more product in Melissa’s bag._"
English Words 10,responsible [rɪˈspɑːnsəbl],"###A responsible person is in charge of someone or something.

---

_Peter is responsible for leading his department._"
English Words 10,sell [sel],"###To sell is to give something to someone in exchange for money.

---

_This man’s job is to sell houses._"
English Words 10,snake [sneɪk],"###A snake is an animal with a long, thin body and no legs.

---

_Be careful of the snake in the tree._"
English Words 10,stand [stænd],"###To stand is to use the legs and feet to hold the body upright.

---

_Allan prefers to stand and work at his desk._"
English Words 10,strange [streɪndʒ],"###A strange thing is unusual or surprising.

---

_They are wearing strange masks._"
English Words 10,tea [tiː],"###Tea is a drink made by pouring boiling water onto dried leaves.

---

_Many people drink green tea because it has many health benefits._"
English Words 10,test [test],"###To test is to examine something to see if its quality is good.

---

_His job is to test the electricity to make sure it works correctly._"
English Words 10,tongue [tʌŋ],"###A tongue is the movable muscle inside the mouth that is used to speak, eat, and drink.

---

_The cat uses its tongue to drink water._"
English Words 10,they [ðeɪ],"###They refers to two or more people or things.

---

_They are playing a fun game._"
English Words 10,type [taɪp],"###A type is a particular kind or group of things or people.

---

_Tulips are a type of flower._"
English Words 10,very [ˈveri],"###Very is used to emphasize an adjective or adverb.

---

_An elephant is a very big animal._"
English Words 10,wait [weɪt],"###To wait is to stay in a place until an expected event happens.

---

_She has to wait for the airplane to arrive._"
English Words 10,accomplish [əˈkɑːmplɪʃ],"###To accomplish something means to finish it.

---

_He accomplished his goal of running ten miles._"
English Words 10,approve [əˈpruːv],"###To approve of something means you like or agree with that thing.

---

_Her co-workers approved her new plan._"
English Words 10,approximate [əˈprɑːksɪmət],"###Approximate means close to an exact amount, number, or time.

---

_My approximate height is two meters._"
English Words 10,barrier [ˈbæriər],"###A barrier is something that blocks a path or way.

---

_The Great Wall was a barrier between China and its enemies._"
English Words 10,detect [dɪˈtekt],"###To detect means to notice or find something.

---

_The boy ran to the kitchen when he detected the smell of cookies._"
English Words 10,duty [ˈduːti],"###A duty is something that a person has to do.

---

_It is parents’ duty to take care of their children._"
English Words 10,elementary [ˌelɪˈmentri],"###An elementary thing is the first or most simple thing.

---

_Children go to elementary school before high school._"
English Words 10,failure [ˈfeɪljər],"###A failure happens when something is not done right.

---

_My cooking ended in failure because I burned the food._"
English Words 10,gradual [ˈɡrædʒuəl],"###Something gradual happens slowly.

---

_Children learn to read at a gradual pace. They do not learn right away._"
English Words 10,immigrant [ˈɪmɪɡrənt],"###An immigrant is a person who moves to a different country.

---

_My parents were immigrants. They came from Poland._"
English Words 10,insert [ɪnˈsɜːrt],"###To insert something means to put it in something else.

---

_He inserted an extra sentence into the story._"
English Words 10,instant [ˈɪnstənt],"###An instant is a very short amount of time.

---

_A microwave oven cooks food in an instant._"
English Words 10,poverty [ˈpɑːvərti],"###Poverty is the state of being poor.

---

_Poverty is a problem in many countries around the world._"
English Words 10,pretend [prɪˈtend],"###To pretend means to make believe something is real.

---

_The boy liked to pretend he was a king._"
English Words 10,rank [ræŋk],"###A rank is a person’s place in an order of people.

---

_The man got to the rank of captain in the navy._"
English Words 10,recognition [ˌrekəɡˈnɪʃn],"###Recognition is the act of getting praise from other people.

---

_The hero got recognition for his brave deed._"
English Words 10,refrigerate [rɪˈfrɪdʒəreɪt],"###To refrigerate something means to make it cold.

---

_Supermarkets refrigerate fruit to make it last long._"
English Words 10,rent [rent],"###Rent is the money people pay to live in a certain place.

---

_To live in this house, I have to pay rent at the start of each month._"
English Words 10,retire [rɪˈtaɪər],"###To retire is to leave a job, usually because of old age.

---

_My father is sixty-five years old. He is about to retire from work._"
English Words 10,statistic [stəˈtɪstɪk],"###A statistic is a number that tells a fact about something.

---

_The statistics showed that we did just as well this year as last year._"
