board_name,card_question,card_answer
Phrasal verbs 11,wash away,"###Meaning: If something is washed away, it's carried off by the force of running water, as in a storm or a flood.Synonym: sweep away

---

_***For example:*** be washed away The river flooded and many roads and bridges were washed away. wash away sth The streets were clean after the storm because the rain washed away all the dirt and rubbish. wash sth away I left my towel on the beach, and then a big wave came and washed it away._"
Phrasal verbs 11,wash down,"###Meaning: to drink something soon after eating food or while swallowing pills

---

_***For example:*** wash down sth I need a glass of water to wash down these pills. wash sth down We had steak with salad and washed it down with a nice red wine._"
Phrasal verbs 11,wash out,"###Meaning: If an event is washed out, it's stopped because of rain.Synonym: rain out

---

_***For example:*** be washed out The final session of play in today's cricket match was washed out. be washed out This year's company picnic was washed out by a sudden rain storm. Note: almost always used in a passive form, such as the game was washed out_"
Phrasal verbs 11,wash up (1),"###Meaning: If you wash up, you wash dirty dishes and cooking utensils.Synonym: do the dishes

---

_***For example:*** wash up I'll cook the dinner if you wash up. wash up sth Do you want me to wash up all these dishes next to the sink? wash sth up Leave the dishes. I'll wash them up in the morning. Nouns often used as objects with wash up (1): dishes, plates, cups, pots, pans, cutleryNote: The phrase do the washing-up is often used to describe the act of washing up, especially if the particular objects being washed are not mentioned. Variety: Thisis typically used in British and Australian English but may be used in other varieties of English too._"
Phrasal verbs 11,wash up (2),"###Meaning: If you wash up, you wash your hands.

---

_***For example:*** wash up Your hands and face are dirty, so go to the bathroom and wash up. wash up How do you get your boys to wash up before they eat? Variety: Thisis typically used in American English but may be used in other varieties of English too._"
Phrasal verbs 11,waste away,"###Meaning: If you waste away, you gradually become thinner and weaker, usually because of an illness.Synonym: wither away

---

_***For example:*** waste away It was terrible watching my dog waste away due to the cancer in her stomach. waste away Bob was wasting away until we started him on this fantastic new drug._"
Phrasal verbs 11,watch out,"###Meaning: If you tell someone to watch out, you tell them to be careful or warn them of a danger.Synonym: look out

---

_***For example:*** watch out Watch out! There's a car coming! Get off the road. watch out There are lots of thieves on these buses, so if you don't watch out you'll lose your wallet._"
Phrasal verbs 11,watch out for,"###Meaning: If someone tells you to watch out for something, they're warning you about it.Synonym: be wary of

---

_***For example:*** watch out for sth/sb Our guide told us to watch out for snakes. watch out for sth/sb Everybody says you have to watch out for pickpockets if you're on a public bus._"
Phrasal verbs 11,water down (1),"###Meaning: to add water to a drink to make it less strong if it's an alcoholic drink or less thick if it's a juice or a thick shakeSynonym: dilute

---

_***For example:*** water down sth I think someone has watered down the wine. It tastes very weak. water sth down This juice is too thick. Could you water it down a bit, please?_"
Phrasal verbs 11,water down (2),"###Meaning: to change something like the lyrics of a song or the dialogue in a movie to make it less offensive or less likely to upset peopleSynonym: tone down

---

_***For example:*** water down sth They had to water down the song for radio, but they've also released the original version on a limited-edition DVD. water sth down The comedian had to water his act down for TV or he wouldn't be allowed to perform._"
Phrasal verbs 11,wean off,"###Meaning: to gradually break a bad habit by doing it less and less

---

_***For example:*** wean sb off sth If you're addicted to cigarettes, you could try to wean yourself off them by smoking fewer and fewer every day. wean sb off sth If somebody's hooked on drugs and they want to quit, they can stop all of a sudden, or they can slowly wean themselves off. Nouns often used as objects with wean off: alcohol, drugs, chocolate, junk food, coffee, gambling, computer games_"
Phrasal verbs 11,wear down,"###Meaning: to gradually make someone lose their strength and vitality Synonym: wear out

---

_***For example:*** wear sb down The job was really hard and it wore me down so much that I had to quit. wear down sb The champion boxer gradually wore down his opponent by hitting him with lots of hard punches to the body._"
Phrasal verbs 11,wear in,"###Meaning: If you wear in something like a pair of shoes, you wear them for short periods until they fit properly and feel comfortable.

---

_***For example:*** wear in sth Footballers will wear in a new pair of boots before using them in a match. wear sth in Don't forget to wear your walking boots in properly before you leave for your trek in Nepal._"
Phrasal verbs 11,wear off,"###Meaning: If something wears off, it gradually loses its effect.

---

_***For example:*** wear off The pain medication started to wear off, so I began to feel the pain again. wear off The excitement of working in a new company soon wore off, and it became just like any other job. Nouns often used as subjects with wear off: pills, alcohol, drugs, feeling, excitement, novelty, effect_"
Phrasal verbs 11,wear out (1),"###Meaning: If something such as a shoe wears out, it gets old and damaged from being used.

---

_***For example:*** wear out Johnny's shoes are wearing out, so I'm going to buy him a new pair. be worn out The tyres on his motorbike are worn out, and they're dangerous. Nouns often used as subjects with wear out (1): shoes, socks, jeans, suit, tyre, carpet, printer, photocopier_"
Phrasal verbs 11,wear out (2),"###Meaning: If something wears you out, it makes you feel tired and lacking in energy.Synonym: exhaust, tire

---

_***For example:*** wear sb out Helen doesn't really like teaching young kids. She says the job really wears her out. worn out It's no wonder that you get worn out. You're raising three kids and you have a full-time job._"
Phrasal verbs 11,weed out,"###Meaning: to find and remove people or things that are not needed or wanted

---

_***For example:*** weed out The new Prime Minister has promised to weed out all the members of the public service who have become lazy or corrupt over the years. weed out One of the results of the economic slowdown was that it gave companies an excuse to weed out some of their overpaid executives._"
Phrasal verbs 11,weigh down,"###Meaning: If you're weighed down by problems or responsibilities, you feel stressed or unhappy because of them.Synonym: burden

---

_***For example:*** be weighed down by sth Sarah feels weighed down by all of her responsibilities, both at work and at home. weigh sb down The pressure his parents put on the boy to succeed in school weighed him down so much that he ran away from home._"
Phrasal verbs 11,weigh in (1),"###Meaning: to be weighed before participating in a sport like boxing or horse-racing

---

_***For example:*** weigh in The jockeys are weighing in for the first race right now. weigh in What time do you have to weigh in for the fight? Note: The related noun weigh-in refers to the occasion during which competitors are weighed and their weight is officially recorded._"
Phrasal verbs 11,weigh in (2),"###Meaning: to join a discussion by expressing a viewpoint

---

_***For example:*** weigh in Don't be shy about weighing in and sharing your views. weigh in with sth I wish Mel would listen a bit more before weighing in with his own opinions._"
Phrasal verbs 11,weigh up,"###Meaning: to consider the good and bad points before making a decisionSynonym: assess

---

_***For example:*** weigh up sth They'll need to weigh up the pros and cons of each location before deciding where to build their factory. weigh sth up The judge told the jury to weigh the evidence up carefully before reaching a verdict._"
Phrasal verbs 11,whip into,"###Meaning: to create strong emotions like excitement or anger, usually by giving a speech or a performance of some sort

---

_***For example:*** whip sb into sth The protest leaders whipped the crowd into an angry mood with their speeches. whip sb into sth Elvis Presley used to whip crowds of teenagers into a frenzy by moving his hips to the beat of the music._"
Phrasal verbs 11,whip up,"###Meaning: to create strong feelings in other peopleSynonym: stir up, arouse

---

_***For example:*** whip up sth She criticized the media for whipping up prejudice against drug users. whip up sth The opponents of gay marriage tried to whip up fear and hysteria about the proposed new laws. Nouns often used as objects with whip up: excitement, enthusiasm, anger, fear, prejudice, hysteria_"
Phrasal verbs 11,win back,"###Meaning: If you win something back, you get it back again after having lost it.

---

_***For example:*** win back sth It's not easy to win back somebody's trust after you've done something to lose it. win sth back After losing his world championship title to a Japanese boxer, Johnny worked hard to win it back. Nouns often used as objects with win back: money, trophy, championship, title, trust, love_"
Phrasal verbs 11,win over,"###Meaning: If you win somebody over, you get them to believe you, trust you or support you.

---

_***For example:*** win over sb/sth A good teacher knows how to win over even the most difficult students. win sb/sth over At first the Chelsea fans didn't like Rafael much, but he soon won them over with his exciting style of football._"
Phrasal verbs 11,wind down,"###Meaning: If you wind something down, you gradually reduce it or end it.Synonym: wind up

---

_***For example:*** wind down sth We're winding down production of gasoline-powered cars and increasing production of battery-powered cars. wind sth down Even if the army started winding the operation down tomorrow, it'd be another six months before all the troops had left. Note: wind is pronounced as in wind the clock , not as in the wind blew_"
Phrasal verbs 11,wind up (1),"###Meaning: If you wind up in a certain place or situation, you find yourself there by chance or because of unexpected events.Synonym: end up, finish up

---

_***For example:*** wind up If the economy doesn't improve, more and more people could wind up jobless and homeless and living on the streets. wind up doing sth After missing the last train, we wound up staying the night in a hotel near the station. Note: wind is pronounced as in wind the clock , not as in the wind blew_"
Phrasal verbs 11,wind up (2),"###Meaning: to end something like a meeting, a lecture or a discussionSynonym: wind down, finish

---

_***For example:*** wind sth up People were starting to yawn and look at their watches, so I knew it was time to wind the meeting up. wind up sth The judge decided it was time to go home so he told the lawyers to wind up the day's proceedings. Nouns often used as objects with wind up (2): meeting, show, concert, performance, debate, discussion, lectureNote: wind is pronounced as in wind the clock , not as in the wind blew_"
Phrasal verbs 11,wipe away,"###Meaning: to remove something by wiping it with a tissue, a cloth or a hand

---

_***For example:*** wipe away sth He'd been told that boys didn't cry, so Jimmy tried to wipe away his tears before anyone could see them. wipe sth away You've got some ketchup on the corner of your mouth. Use this handkerchief to wipe it away._"
Phrasal verbs 11,wipe out (1),"###Meaning: If something is wiped out, it is completely destroyed.Synonym: eradicate (formal)

---

_***For example:*** wipe out sth Rising sea levels could wipe out many low-lying coastal cities. wipe sth out The World Health Organisation is trying to control diseases like malaria and tuberculosis, and one day hopes to wipe them out altogether._"
Phrasal verbs 11,wipe out (2),"###Meaning: to kill a large number of people or animalsSynonym: kill off

---

_***For example:*** wipe out sb/sth European invaders wiped out all the people who were living on the Australian island they named Tasmania . wipe sth/sb out A flu pandemic early in the twentieth century wiped millions of people out._"
Phrasal verbs 11,wise up,"###Meaning: If you wise up, you realize the truth in relation to something.Synonym: smarten up

---

_***For example:*** wise up After having weight-related health problems, Tanya wised up and started eating less. wise up It took me a long time to wise up, but at last I've accepted the fact that drinking alcohol isn't good for me._"
Phrasal verbs 11,work at,"###Meaning: to try hard to achieve something, or try hard to improve your ability to do something

---

_***For example:*** work at sth Most people know that you have to work at a relationship if you want it to last. work at doing sth You need to work at improving your listening skills._"
Phrasal verbs 11,work off,"###Meaning: to get rid of excess weight or a negative emotion by engaging in physical activity

---

_***For example:*** work off sth After eating ice cream, my sister goes for a run because she thinks it'll work off any weight she would have gained. work sth off Do you think that doing exercise can help work things like stress or tension off?_"
Phrasal verbs 11,work on,"###Meaning: to spend time making, fixing or improving something

---

_***For example:*** work on sth Alfred would work on a movie's screenplay for months before starting to shoot the movie. work on doing sth If you work on improving your English conversation skills, you should be ready for promotion in a couple of months._"
Phrasal verbs 11,work out (1),"###Meaning: to think about a problem or a task and find a solution or a strategy for dealing with itSynonym: figure out, nut out (Australian, informal)

---

_***For example:*** work out sth We have to work out a way of promoting our products without spending too much money. work sth out Our job is to find the solution to the problem, and I'm sure we can work it out somehow. Nouns often used as objects with work out (1): solution, plan, strategy, way (to do sth)_"
Phrasal verbs 11,work out (2),"###Meaning: to do physical exercise to keep fit and healthy

---

_***For example:*** work out Every day after work, Louise goes to the gym to work out. work out You don't need to pay expensive fees to join a gym or use fancy machines. You can work out at home for nothing._"
Phrasal verbs 11,work out (3),"###Meaning: to find the solution to a numerical problemSynonym: calculate, figure out, nut out (Australian, informal)

---

_***For example:*** work out sth There are five of us and the bill is $72.00. Can you work out how much we each have to pay? work sth out Have you worked it out yet? Nouns often used as objects with work out (3): answer, solution, total, result_"
Phrasal verbs 11,wrap up (1),"###Meaning: If you wrap something up, you cover it with a material like paper or cloth.

---

_***For example:*** wrap up sth We spent hours wrapping up Christmas presents for our family and friends. wrap sth up If I get Neil a birthday gift, could you wrap it up? I'm terrible at wrapping things up. Nouns often used as objects with wrap up (1): present, gift, parcel, package_"
Phrasal verbs 11,wrap up (2),"###Meaning: to finish something like a meeting or a discussion, or to conclude something like a deal or a negotiationSynonym: conclude

---

_***For example:*** wrap up sth After weeks of meetings, it was good to finally wrap up the inquiry and present our findings. wrap sth up It's getting late, so let's wrap things up for tonight, and we can start again in the morning._"
Phrasal verbs 11,wrestle with,"###Meaning: to try hard to find the solution to a difficult problemSynonym: struggle with

---

_***For example:*** wrestle with sth For centuries Christians have been wrestling with the question of why their all-powerful, omnipotent God allows evil and terrible injustice to exist. wrestle with sth The government has appointed a team of experts to wrestle with complex issues like stem-cell research._"
Phrasal verbs 11,write down,"###Meaning: to write something on a piece of paperSynonym: record

---

_***For example:*** write down sth After chatting to the girl for a while, Shane wrote down his name and number on a piece of paper and gave it to her. write sth down I lost all my phone numbers when I lost my phone. I wish I'd written them down somewhere._"
Phrasal verbs 11,write off (1),"###Meaning: to accept that a debt or loan won't be paid back, or that an investment has been lost

---

_***For example:*** write sth off We won't get the money back, so we'll have to write it off as a bad debt. write off sth After accepting that the business was going to fail, they wrote off their investment. Nouns often used as objects with write off (1): debt, loan, investment, shares, stocks_"
Phrasal verbs 11,write off (2),"###Meaning: to damage a vehicle so badly that it cannot be repairedSynonym: wreck

---

_***For example:*** write off sth After writing off three cars in two years, you'd think that Gerry would start driving a bit more carefully. write sth off Tommy borrowed his parents car, and then wrote it off in an accident. His parents were not happy with him. Nouns often used as objects with write off (2): vehicle, car, truck, motorbike, speedboat, jet-ski Variety: Thisis typically used in British and Australian English but may be used in other varieties of English too._"
Phrasal verbs 11,write out,"###Meaning: to write information on an official document before giving it to someoneSynonym: make out

---

_***For example:*** write sth out The parking officer ignored my explanation as she wrote the parking ticket out and gave it to me. write out sth I waited as the doctor wrote out a prescription for the medicine I needed. Nouns often used as objects with write out: speeding ticket, parking ticket, prescription, receipt, warrant_"
Phrasal verbs 11,write up,"###Meaning: to write a report or an article based on notes written earlier

---

_***For example:*** write up sth After getting all the information and data she needed, Carrie wrote up her marketing report. write sth up I checked my notes for the article before writing it up, so I'm sure everything's correct._"
Phrasal verbs 11,yank at,"###Meaning: If you yank at something, you pull it repeatedly.Synonym: pull at

---

_***For example:*** yank at sth I had to yank at Terry's arm to get him to follow me. yank at sth The girls were fighting madly, scratching each other and yanking at each other's hair._"
